time, Quad.Est.E.Yaw
0.604996,0.045197,0.310232
0.609996,0.045451,0.310349
0.614996,0.045845,0.310525
0.619996,0.046120,0.310643
0.624996,0.046546,0.310822
0.629995,0.046824,0.310942
0.634995,0.047254,0.311123
0.639995,0.047536,0.311245
0.644995,0.047990,0.311430
0.649995,0.048288,0.311553
0.654995,0.048721,0.311740
0.659995,0.049006,0.311866
0.664995,0.049443,0.312055
0.669995,0.049738,0.312183
0.674995,0.050177,0.312375
0.679995,0.050503,0.312504
0.684995,0.050953,0.312699
0.689995,0.051206,0.312830
0.694995,0.051636,0.313028
0.699995,0.051981,0.313161
0.704994,0.044633,0.312060
0.709994,0.044909,0.312177
0.714994,0.045295,0.312355
0.719994,0.045551,0.312474
0.724994,0.045927,0.312654
0.729994,0.046161,0.312775
0.734994,0.046496,0.312958
0.739994,0.046719,0.313080
0.744994,0.047050,0.313265
0.749994,0.047273,0.313389
0.754994,0.047605,0.313576
0.759994,0.047813,0.313702
0.764994,0.048112,0.313892
0.769994,0.048323,0.314020
0.774994,0.048658,0.314212
0.779994,0.048883,0.314341
0.784993,0.049209,0.314536
0.789993,0.049439,0.314666
0.794993,0.049769,0.314864
0.799993,0.049990,0.314996
0.804993,0.068899,0.313881
0.809993,0.069293,0.314000
0.814993,0.069854,0.314178
0.819993,0.070202,0.314298
0.824993,0.070728,0.314479
0.829993,0.071066,0.314600
0.834993,0.071572,0.314783
0.839993,0.071893,0.314906
0.844993,0.072351,0.315091
0.849993,0.072666,0.315216
0.854993,0.073150,0.315403
0.859993,0.073464,0.315529
0.864992,0.073935,0.315719
0.869992,0.074262,0.315846
0.874992,0.074743,0.316038
0.879992,0.075052,0.316167
0.884992,0.075500,0.316361
0.889992,0.075792,0.316492
0.894992,0.076238,0.316688
0.899992,0.076532,0.316820
0.904992,0.080721,0.315696
0.909992,0.081053,0.315815
0.914992,0.081556,0.315994
0.919992,0.081901,0.316114
0.924992,0.082426,0.316295
0.929992,0.082773,0.316417
0.934992,0.083270,0.316600
0.939991,0.083598,0.316723
0.944991,0.084085,0.316908
0.949991,0.084399,0.317033
0.954991,0.084823,0.317220
0.959991,0.085099,0.317346
0.964991,0.085501,0.317535
0.969991,0.085766,0.317662
0.974991,0.086149,0.317854
0.979991,0.086393,0.317983
0.984991,0.086755,0.318176
0.989991,0.086999,0.318306
0.994991,0.087336,0.318502
0.999991,0.087533,0.318634
1.004991,0.106115,0.317503
1.009991,0.106488,0.317622
1.014991,0.107036,0.317801
1.019992,0.107404,0.317922
1.024992,0.107938,0.318103
1.029992,0.108278,0.318224
1.034992,0.108750,0.318408
1.039993,0.109058,0.318530
1.044993,0.109547,0.318716
1.049993,0.109878,0.318840
1.054993,0.110369,0.319027
1.059994,0.110697,0.319153
1.064994,0.111189,0.319342
1.069994,0.111487,0.319469
1.074994,0.111959,0.319660
1.079994,0.112280,0.319788
1.084995,0.112736,0.319981
1.089995,0.113033,0.320111
1.094995,0.113449,0.320306
1.099995,0.113706,0.320437
1.104996,0.108893,0.319302
1.109996,0.109057,0.319421
1.114996,0.109323,0.319600
1.119996,0.109508,0.319720
1.124997,0.109827,0.319901
1.129997,0.110066,0.320023
1.134997,0.110451,0.320206
1.139997,0.110710,0.320329
1.144997,0.111085,0.320513
1.149998,0.111324,0.320637
1.154998,0.111672,0.320824
1.159998,0.111898,0.320949
1.164998,0.112269,0.321138
1.169999,0.112527,0.321265
1.174999,0.112922,0.321455
1.179999,0.113170,0.321583
1.184999,0.113537,0.321776
1.190000,0.113725,0.321905
1.195000,0.114049,0.322099
1.200000,0.114273,0.322230
1.205000,0.113884,0.321092
1.210001,0.114121,0.321210
1.215001,0.114407,0.321390
1.220001,0.114590,0.321510
1.225001,0.114841,0.321691
1.230001,0.114991,0.321812
1.235002,0.115199,0.321995
1.240002,0.115321,0.322117
1.245002,0.115549,0.322302
1.250002,0.115703,0.322425
1.255003,0.115946,0.322612
1.260003,0.116106,0.322737
1.265003,0.116333,0.322925
1.270003,0.116471,0.323051
1.275004,0.116723,0.323241
1.280004,0.116894,0.323368
1.285004,0.117169,0.323560
1.290004,0.117333,0.323689
1.295004,0.117569,0.323883
1.300005,0.117701,0.324013
1.305005,0.092618,0.322873
1.310005,0.092570,0.322991
1.315005,0.092479,0.323170
1.320006,0.092399,0.323290
1.325006,0.092271,0.323471
1.330006,0.092155,0.323592
1.335006,0.091980,0.323774
1.340007,0.091841,0.323896
1.345007,0.091619,0.324080
1.350007,0.091457,0.324204
1.355007,0.091219,0.324390
1.360008,0.091046,0.324514
1.365008,0.090760,0.324702
1.370008,0.090549,0.324827
1.375008,0.090223,0.325017
1.380008,0.089986,0.325144
1.385009,0.089630,0.325335
1.390009,0.089364,0.325463
1.395009,0.089002,0.325656
1.400009,0.088726,0.325786
1.405010,0.100722,0.324645
1.410010,0.100592,0.324763
1.415010,0.100369,0.324942
1.420010,0.100214,0.325061
1.425011,0.099980,0.325242
1.430011,0.099836,0.325362
1.435011,0.099583,0.325544
1.440011,0.099407,0.325666
1.445011,0.099120,0.325850
1.450012,0.098917,0.325972
1.455012,0.098616,0.326158
1.460012,0.098414,0.326282
1.465012,0.098090,0.326469
1.470013,0.097883,0.326594
1.475013,0.097552,0.326783
1.480013,0.097346,0.326909
1.485013,0.097033,0.327100
1.490014,0.096812,0.327228
1.495014,0.096480,0.327420
1.500014,0.096239,0.327549
1.505014,0.127367,0.326408
1.510015,0.127468,0.326526
1.515015,0.127587,0.326704
1.520015,0.127618,0.326824
1.525015,0.127683,0.327003
1.530015,0.127722,0.327124
1.535016,0.127774,0.327305
1.540016,0.127818,0.327426
1.545016,0.127873,0.327609
1.550016,0.127907,0.327732
1.555017,0.127943,0.327917
1.560017,0.127964,0.328040
1.565017,0.127986,0.328227
1.570017,0.128002,0.328352
1.575018,0.127997,0.328540
1.580018,0.127986,0.328666
1.585018,0.127933,0.328855
1.590018,0.127894,0.328983
1.595019,0.127823,0.329174
1.600019,0.127746,0.329302
1.605019,0.163341,0.328163
1.610019,0.163716,0.328280
1.615019,0.164243,0.328458
1.620020,0.164584,0.328577
1.625020,0.165084,0.328756
1.630020,0.165423,0.328876
1.635020,0.165932,0.329057
1.640021,0.166275,0.329178
1.645021,0.166771,0.329360
1.650021,0.167095,0.329482
1.655021,0.167546,0.329666
1.660022,0.167809,0.329789
1.665022,0.168173,0.329975
1.670022,0.168415,0.330100
1.675022,0.168780,0.330287
1.680022,0.169017,0.330412
1.685023,0.169415,0.330601
1.690023,0.169686,0.330728
1.695023,0.170094,0.330919
1.700023,0.170379,0.331047
1.705024,0.153574,0.329908
1.710024,0.153845,0.330026
1.715024,0.154257,0.330202
1.720024,0.154529,0.330321
1.725025,0.154937,0.330500
1.730025,0.155192,0.330619
1.735025,0.155561,0.330799
1.740025,0.155813,0.330920
1.745026,0.156178,0.331102
1.750026,0.156403,0.331223
1.755026,0.156721,0.331407
1.760026,0.156935,0.331529
1.765026,0.157275,0.331714
1.770027,0.157492,0.331838
1.775027,0.157799,0.332025
1.780027,0.158004,0.332150
1.785027,0.158301,0.332338
1.790028,0.158500,0.332464
1.795028,0.158792,0.332654
1.800028,0.158972,0.332782
1.805028,0.162482,0.331645
1.810029,0.162734,0.331762
1.815029,0.163088,0.331938
1.820029,0.163298,0.332056
1.825029,0.163574,0.332234
1.830029,0.163723,0.332353
1.835030,0.163888,0.332533
1.840030,0.163986,0.332653
1.845030,0.164115,0.332834
1.850030,0.164175,0.332955
1.855031,0.164284,0.333138
1.860031,0.164355,0.333260
1.865031,0.164446,0.333445
1.870031,0.164496,0.333568
1.875032,0.164547,0.333754
1.880032,0.164552,0.333878
1.885032,0.164548,0.334066
1.890032,0.164544,0.334192
1.895033,0.164567,0.334381
1.900033,0.164595,0.334507
1.905033,0.153945,0.333373
1.910033,0.153881,0.333489
1.915033,0.153730,0.333665
1.920034,0.153608,0.333783
1.925034,0.153424,0.333960
1.930034,0.153282,0.334079
1.935034,0.153044,0.334258
1.940035,0.152887,0.334377
1.945035,0.152657,0.334558
1.950035,0.152494,0.334678
1.955035,0.152211,0.334860
1.960036,0.152030,0.334982
1.965036,0.151736,0.335166
1.970036,0.151535,0.335289
1.975036,0.151193,0.335474
1.980036,0.150937,0.335598
1.985037,0.150554,0.335785
1.990037,0.150276,0.335910
1.995037,0.149842,0.336098
2.000037,0.149550,0.336224
2.005037,0.168180,0.335092
2.010037,0.167878,0.335208
2.015036,0.167493,0.335383
2.020036,0.167222,0.335501
2.025036,0.166779,0.335677
2.030035,0.166463,0.335795
2.035035,0.165968,0.335974
2.040035,0.165630,0.336093
2.045034,0.165118,0.336272
2.050034,0.164781,0.336393
2.055033,0.164251,0.336574
2.060033,0.163890,0.336695
2.065033,0.163334,0.336878
2.070032,0.162948,0.337001
2.075032,0.162383,0.337185
2.080032,0.162018,0.337308
2.085031,0.161467,0.337494
2.090031,0.161118,0.337619
2.095031,0.160583,0.337807
2.100030,0.160228,0.337932
2.105030,0.160072,0.336803
2.110029,0.159971,0.336919
2.115029,0.159825,0.337093
2.120029,0.159739,0.337210
2.125028,0.159607,0.337386
2.130028,0.159526,0.337504
2.135028,0.159362,0.337681
2.140027,0.159260,0.337800
2.145027,0.159073,0.337979
2.150027,0.158938,0.338098
2.155026,0.158735,0.338279
2.160026,0.158604,0.338400
2.165025,0.158403,0.338582
2.170025,0.158306,0.338704
2.175025,0.158127,0.338887
2.180024,0.157979,0.339010
2.185024,0.157778,0.339196
2.190024,0.157636,0.339320
2.195023,0.157425,0.339506
2.200023,0.157323,0.339632
2.205023,0.191273,0.338505
2.210022,0.191214,0.338621
2.215022,0.191192,0.338794
2.220021,0.191185,0.338911
2.225021,0.191140,0.339086
2.230021,0.191079,0.339203
2.235020,0.191030,0.339380
2.240020,0.190974,0.339498
2.245020,0.190917,0.339676
2.250019,0.190902,0.339796
2.255019,0.190859,0.339975
2.260019,0.190869,0.340096
2.265018,0.190805,0.340277
2.270018,0.190776,0.340399
2.275017,0.190738,0.340581
2.280017,0.190675,0.340704
2.285017,0.190616,0.340888
2.290016,0.190548,0.341012
2.295016,0.190453,0.341198
2.300016,0.190470,0.341322
2.305015,0.201634,0.340200
2.310015,0.201795,0.340314
2.315015,0.201902,0.340487
2.320014,0.202001,0.340603
2.325014,0.202102,0.340778
2.330014,0.202152,0.340894
2.335013,0.202248,0.341070
2.340013,0.202303,0.341188
2.345012,0.202351,0.341366
2.350012,0.202372,0.341484
2.355012,0.202404,0.341663
2.360011,0.202435,0.341783
2.365011,0.202442,0.341964
2.370011,0.202386,0.342085
2.375010,0.202353,0.342267
2.380010,0.202380,0.342389
2.385010,0.202335,0.342572
2.390009,0.202537,0.342695
2.395009,0.202505,0.342881
2.400008,0.202518,0.343005
2.405008,0.222024,0.341885
2.410008,0.222153,0.342000
2.415007,0.222347,0.342172
2.420007,0.222491,0.342287
2.425007,0.222594,0.342461
2.430006,0.222616,0.342577
2.435006,0.222695,0.342753
2.440006,0.222749,0.342870
2.445005,0.222805,0.343047
2.450005,0.222812,0.343165
2.455004,0.222814,0.343343
2.460004,0.222840,0.343463
2.465004,0.222870,0.343642
2.470003,0.222879,0.343763
2.475003,0.222878,0.343944
2.480003,0.222895,0.344065
2.485002,0.222897,0.344248
2.490002,0.222808,0.344371
2.495002,0.222746,0.344555
2.500001,0.222714,0.344679
2.505001,0.180713,0.343563
2.510000,0.180629,0.343677
2.515000,0.180388,0.343848
2.520000,0.180201,0.343963
2.524999,0.179909,0.344136
2.529999,0.179717,0.344252
2.534999,0.179348,0.344427
2.539998,0.179081,0.344543
2.544998,0.178631,0.344719
2.549998,0.178314,0.344837
2.554997,0.177821,0.345015
2.559997,0.177468,0.345134
2.564996,0.176939,0.345313
2.569996,0.176557,0.345432
2.574996,0.176003,0.345613
2.579995,0.175673,0.345734
2.584995,0.175089,0.345916
2.589995,0.174696,0.346038
2.594994,0.174104,0.346222
2.599994,0.173672,0.346345
2.604994,0.189608,0.345232
2.609993,0.189391,0.345346
2.614993,0.189035,0.345517
2.619992,0.188797,0.345631
2.624992,0.188419,0.345803
2.629992,0.188146,0.345919
2.634991,0.187740,0.346093
2.639991,0.187467,0.346209
2.644991,0.187045,0.346384
2.649990,0.186736,0.346501
2.654990,0.186277,0.346678
2.659990,0.185965,0.346797
2.664989,0.185444,0.346975
2.669989,0.185084,0.347094
2.674989,0.184569,0.347274
2.679988,0.184212,0.347394
2.684988,0.183673,0.347576
2.689987,0.183303,0.347697
2.694987,0.182764,0.347880
2.699987,0.182345,0.348002
2.704986,0.203398,0.346894
2.709986,0.203238,0.347007
2.714986,0.202968,0.347177
2.719985,0.202778,0.347291
2.724985,0.202468,0.347463
2.729985,0.202248,0.347578
2.734984,0.201884,0.347751
2.739984,0.201640,0.347866
2.744983,0.201261,0.348041
2.749983,0.200980,0.348158
2.754983,0.200538,0.348334
2.759982,0.200225,0.348452
2.764982,0.199741,0.348629
2.769982,0.199404,0.348748
2.774981,0.198886,0.348927
2.779981,0.198513,0.349047
2.784981,0.197937,0.349227
2.789980,0.197561,0.349348
2.794980,0.196952,0.349530
2.799979,0.196568,0.349652
2.804979,0.221422,0.348548
2.809979,0.221252,0.348660
2.814978,0.220986,0.348830
2.819978,0.220820,0.348943
2.824978,0.220560,0.349114
2.829977,0.220379,0.349228
2.834977,0.220131,0.349401
2.839977,0.219935,0.349516
2.844976,0.219635,0.349690
2.849976,0.219442,0.349806
2.854975,0.219150,0.349982
2.859975,0.218938,0.350099
2.864975,0.218617,0.350276
2.869974,0.218399,0.350394
2.874974,0.218077,0.350572
2.879974,0.217870,0.350692
2.884973,0.217587,0.350871
2.889973,0.217372,0.350992
2.894973,0.217071,0.351173
2.899972,0.216883,0.351294
2.904972,0.208474,0.350194
2.909971,0.208134,0.350306
2.914971,0.207629,0.350475
2.919971,0.207281,0.350588
2.924970,0.206742,0.350758
2.929970,0.206350,0.350872
2.934970,0.205751,0.351043
2.939969,0.205349,0.351158
2.944969,0.204760,0.351331
2.949969,0.204375,0.351447
2.954968,0.203749,0.351622
2.959968,0.203300,0.351738
2.964967,0.202650,0.351914
2.969967,0.202225,0.352032
2.974967,0.201597,0.352210
2.979966,0.201166,0.352329
2.984966,0.200551,0.352508
2.989966,0.200138,0.352627
2.994965,0.199517,0.352808
2.999965,0.199090,0.352929
3.004965,0.225259,0.351833
3.009964,0.224862,0.351944
3.014964,0.224261,0.352112
3.019964,0.223833,0.352224
3.024963,0.223229,0.352394
3.029963,0.222821,0.352507
3.034962,0.222175,0.352678
3.039962,0.221754,0.352793
3.044962,0.221138,0.352965
3.049961,0.220746,0.353080
3.054961,0.220166,0.353254
3.059961,0.219784,0.353370
3.064960,0.219176,0.353545
3.069960,0.218786,0.353663
3.074960,0.218211,0.353840
3.079959,0.217841,0.353958
3.084959,0.217288,0.354136
3.089958,0.216916,0.354256
3.094958,0.216344,0.354435
3.099958,0.215971,0.354556
3.104957,0.213485,0.353464
3.109957,0.213089,0.353575
3.114957,0.212481,0.353742
3.119956,0.212054,0.353854
3.124956,0.211410,0.354023
3.129956,0.210982,0.354136
3.134955,0.210338,0.354306
3.139955,0.209893,0.354420
3.144954,0.209238,0.354591
3.149954,0.208806,0.354706
3.154954,0.208133,0.354879
3.159953,0.207671,0.354995
3.164953,0.206982,0.355170
3.169953,0.206497,0.355286
3.174952,0.205824,0.355462
3.179952,0.205410,0.355580
3.184952,0.204788,0.355758
3.189951,0.204414,0.355877
3.194951,0.203781,0.356056
3.199950,0.203346,0.356176
3.204950,0.203405,0.355088
3.209950,0.203088,0.355198
3.214949,0.202646,0.355365
3.219949,0.202307,0.355476
3.224949,0.201844,0.355644
3.229948,0.201523,0.355757
3.234948,0.201075,0.355926
3.239948,0.200758,0.356040
3.244947,0.200311,0.356210
3.249947,0.200022,0.356325
3.254946,0.199593,0.356497
3.259946,0.199278,0.356613
3.264946,0.198847,0.356786
3.269945,0.198577,0.356903
3.274945,0.198156,0.357078
3.279945,0.197874,0.357195
3.284944,0.197471,0.357372
3.289944,0.197206,0.357490
3.294944,0.196798,0.357669
3.299943,0.196631,0.357788
3.304943,0.175428,0.356704
3.309942,0.175004,0.356814
3.314942,0.174459,0.356980
3.319942,0.174092,0.357091
3.324941,0.173557,0.357258
3.329941,0.173240,0.357370
3.334941,0.172671,0.357539
3.339940,0.172291,0.357652
3.344940,0.171723,0.357822
3.349940,0.171347,0.357936
3.354939,0.170801,0.358108
3.359939,0.170469,0.358223
3.364938,0.169944,0.358396
3.369938,0.169593,0.358512
3.374938,0.169088,0.358686
3.379937,0.168816,0.358803
3.384937,0.168347,0.358979
3.389937,0.167993,0.359097
3.394936,0.167543,0.359274
3.399936,0.167257,0.359393
3.404936,0.186600,0.358314
3.409935,0.186384,0.358423
3.414935,0.186264,0.358588
3.419935,0.186175,0.358699
3.424934,0.186079,0.358865
3.429934,0.186009,0.358977
3.434933,0.185890,0.359145
3.439933,0.185804,0.359258
3.444933,0.185679,0.359427
3.449932,0.185628,0.359540
3.454932,0.185553,0.359711
3.459932,0.185513,0.359826
3.464931,0.185413,0.359998
3.469931,0.185346,0.360113
3.474931,0.185225,0.360287
3.479930,0.185155,0.360404
3.484930,0.185077,0.360579
3.489929,0.185027,0.360696
3.494929,0.184954,0.360873
3.499929,0.184934,0.360991
3.504928,0.211170,0.359916
3.509928,0.211383,0.360025
3.514928,0.211801,0.360189
3.519927,0.212058,0.360300
3.524927,0.212472,0.360465
3.529927,0.212771,0.360576
3.534926,0.213193,0.360744
3.539926,0.213460,0.360856
3.544925,0.213856,0.361024
3.549925,0.214124,0.361137
3.554925,0.214517,0.361308
3.559924,0.214772,0.361421
3.564924,0.215165,0.361593
3.569924,0.215407,0.361708
3.574923,0.215783,0.361881
3.579923,0.216051,0.361997
3.584923,0.216420,0.362171
3.589922,0.216701,0.362288
3.594922,0.217077,0.362464
3.599921,0.217303,0.362582
3.604921,0.253782,0.361511
3.609921,0.253960,0.361620
3.614920,0.254204,0.361783
3.619920,0.254367,0.361893
3.624920,0.254643,0.362058
3.629919,0.254813,0.362169
3.634919,0.255066,0.362335
3.639919,0.255216,0.362447
3.644918,0.255451,0.362615
3.649918,0.255612,0.362727
3.654917,0.255849,0.362897
3.659917,0.255997,0.363010
3.664917,0.256207,0.363181
3.669916,0.256363,0.363296
3.674916,0.256586,0.363468
3.679916,0.256744,0.363583
3.684915,0.256957,0.363757
3.689915,0.257096,0.363873
3.694915,0.257316,0.364049
3.699914,0.257472,0.364166
3.704914,0.226903,0.363099
3.709913,0.227017,0.363207
3.714913,0.227197,0.363370
3.719913,0.227325,0.363480
3.724912,0.227481,0.363644
3.729912,0.227567,0.363754
3.734912,0.227662,0.363920
3.739911,0.227698,0.364031
3.744911,0.227737,0.364198
3.749911,0.227777,0.364310
3.754910,0.227844,0.364479
3.759910,0.227867,0.364592
3.764910,0.227871,0.364762
3.769909,0.227900,0.364876
3.774909,0.227954,0.365048
3.779908,0.227993,0.365163
3.784908,0.228030,0.365336
3.789908,0.228047,0.365452
3.794907,0.228075,0.365626
3.799907,0.228107,0.365743
3.804907,0.225843,0.364680
3.809906,0.225897,0.364788
3.814906,0.225980,0.364951
3.819906,0.226034,0.365059
3.824905,0.226135,0.365223
3.829905,0.226197,0.365333
3.834904,0.226297,0.365498
3.839904,0.226370,0.365609
3.844904,0.226476,0.365775
3.849903,0.226550,0.365887
3.854903,0.226686,0.366055
3.859903,0.226783,0.366167
3.864902,0.226911,0.366337
3.869902,0.226980,0.366450
3.874902,0.227103,0.366621
3.879901,0.227201,0.366736
3.884901,0.227339,0.366908
3.889900,0.227419,0.367023
3.894900,0.227550,0.367197
3.899900,0.227655,0.367314
3.904899,0.239808,0.366255
3.909899,0.240030,0.366362
3.914899,0.240358,0.366524
3.919898,0.240575,0.366632
3.924898,0.240890,0.366795
3.929898,0.241085,0.366904
3.934897,0.241408,0.367069
3.939897,0.241620,0.367179
3.944896,0.241936,0.367345
3.949896,0.242133,0.367456
3.954896,0.242426,0.367623
3.959895,0.242634,0.367735
3.964895,0.242937,0.367904
3.969895,0.243145,0.368017
3.974894,0.243448,0.368187
3.979894,0.243638,0.368301
3.984894,0.243913,0.368473
3.989893,0.244086,0.368588
3.994893,0.244328,0.368761
3.999892,0.244498,0.368877
4.004892,0.218386,0.367822
4.009892,0.218320,0.367929
4.014892,0.218273,0.368090
4.019891,0.218233,0.368198
4.024891,0.218185,0.368361
4.029891,0.218140,0.368470
4.034890,0.218062,0.368633
4.039890,0.217996,0.368743
4.044889,0.217866,0.368908
4.049889,0.217781,0.369019
4.054889,0.217663,0.369186
4.059888,0.217572,0.369297
4.064888,0.217425,0.369465
4.069888,0.217323,0.369578
4.074887,0.217202,0.369747
4.079887,0.217136,0.369861
4.084887,0.217041,0.370032
4.089886,0.216978,0.370146
4.094886,0.216858,0.370319
4.099885,0.216763,0.370434
4.104885,0.259001,0.369384
4.109885,0.259254,0.369490
4.114884,0.259650,0.369650
4.119884,0.259919,0.369758
4.124884,0.260322,0.369920
4.129883,0.260598,0.370028
4.134883,0.261020,0.370191
4.139883,0.261322,0.370300
4.144882,0.261770,0.370465
4.149882,0.262066,0.370575
4.154881,0.262515,0.370741
4.159881,0.262818,0.370852
4.164881,0.263277,0.371020
4.169880,0.263589,0.371132
4.174880,0.264056,0.371301
4.179880,0.264386,0.371414
4.184879,0.264875,0.371584
4.189879,0.265167,0.371698
4.194879,0.265711,0.371870
4.199878,0.266114,0.371985
4.204878,0.244015,0.370938
4.209877,0.244363,0.371044
4.214877,0.244881,0.371204
4.219877,0.245244,0.371311
4.224876,0.245769,0.371472
4.229876,0.246151,0.371580
4.234876,0.246700,0.371742
4.239875,0.247088,0.371851
4.244875,0.247688,0.372015
4.249875,0.248086,0.372125
4.254874,0.248723,0.372290
4.259874,0.249118,0.372401
4.264874,0.249712,0.372567
4.269873,0.250110,0.372679
4.274873,0.250719,0.372847
4.279872,0.251121,0.372960
4.284872,0.251746,0.373129
4.289872,0.252274,0.373243
4.294871,0.252908,0.373414
4.299871,0.253266,0.373528
4.304871,0.222329,0.372486
4.309870,0.222651,0.372592
4.314870,0.223114,0.372751
4.319870,0.223369,0.372857
4.324869,0.223898,0.373018
4.329869,0.224308,0.373125
4.334868,0.224888,0.373287
4.339868,0.225262,0.373395
4.344868,0.225881,0.373559
4.349867,0.226311,0.373668
4.354867,0.226989,0.373833
4.359867,0.227485,0.373943
4.364866,0.228212,0.374109
4.369866,0.228686,0.374220
4.374866,0.229424,0.374388
4.379865,0.229852,0.374500
4.384865,0.230553,0.374669
4.389864,0.231034,0.374782
4.394864,0.231800,0.374952
4.399864,0.232421,0.375066
4.404863,0.179026,0.374028
4.409863,0.179481,0.374133
4.414863,0.180022,0.374291
4.419862,0.180360,0.374398
4.424862,0.180951,0.374557
4.429862,0.181375,0.374664
4.434861,0.182005,0.374826
4.439861,0.182442,0.374934
4.444860,0.183130,0.375096
4.449860,0.183617,0.375205
4.454860,0.184373,0.375369
4.459859,0.184855,0.375479
4.464859,0.185669,0.375644
4.469859,0.186230,0.375755
4.474858,0.187084,0.375922
4.479858,0.187685,0.376033
4.484858,0.188532,0.376202
4.489857,0.189205,0.376314
4.494857,0.190069,0.376484
4.499856,0.190712,0.376597
4.504856,0.138584,0.375563
4.509856,0.138772,0.375668
4.514855,0.139036,0.375826
4.519855,0.139230,0.375931
4.524855,0.139502,0.376091
4.529854,0.139688,0.376197
4.534854,0.139975,0.376358
4.539854,0.140174,0.376465
4.544853,0.140480,0.376627
4.549853,0.140681,0.376736
4.554852,0.140994,0.376899
4.559852,0.141218,0.377008
4.564852,0.141525,0.377173
4.569851,0.141692,0.377283
4.574851,0.142004,0.377450
4.579851,0.142211,0.377561
4.584850,0.142547,0.377728
4.589850,0.142772,0.377840
4.594850,0.143165,0.378009
4.599849,0.143440,0.378123
4.604849,0.144838,0.377092
4.609848,0.145117,0.377197
4.614848,0.145579,0.377354
4.619848,0.145903,0.377459
4.624847,0.146357,0.377618
4.629847,0.146656,0.377724
4.634847,0.147112,0.377884
4.639846,0.147413,0.377991
4.644846,0.147857,0.378152
4.649846,0.148139,0.378260
4.654845,0.148524,0.378423
4.659845,0.148714,0.378532
4.664845,0.149036,0.378696
4.669844,0.149177,0.378806
4.674844,0.149449,0.378971
4.679843,0.149655,0.379082
4.684843,0.149906,0.379249
4.689843,0.150061,0.379360
4.694842,0.150295,0.379529
4.699842,0.150520,0.379642
4.704842,0.143985,0.378615
4.709841,0.144304,0.378719
4.714841,0.144837,0.378876
4.719841,0.145201,0.378981
4.724840,0.145755,0.379138
4.729840,0.146118,0.379244
4.734839,0.146689,0.379403
4.739839,0.147080,0.379510
4.744839,0.147645,0.379671
4.749838,0.148023,0.379778
4.754838,0.148599,0.379940
4.759838,0.148989,0.380049
4.764837,0.149584,0.380212
4.769837,0.150019,0.380322
4.774837,0.150745,0.380487
4.779836,0.151233,0.380597
4.784836,0.152013,0.380763
4.789835,0.152556,0.380874
4.794835,0.153371,0.381042
4.799835,0.153900,0.381154
4.804834,0.118228,0.380132
4.809834,0.118463,0.380235
4.814834,0.118834,0.380391
4.819833,0.119071,0.380496
4.824833,0.119407,0.380653
4.829833,0.119626,0.380759
4.834832,0.119980,0.380917
4.839832,0.120224,0.381023
4.844831,0.120594,0.381183
4.849831,0.120851,0.381291
4.854831,0.121230,0.381452
4.859830,0.121440,0.381560
4.864830,0.121760,0.381723
4.869830,0.121973,0.381832
4.874829,0.122318,0.381996
4.879829,0.122545,0.382106
4.884829,0.122892,0.382272
4.889828,0.123131,0.382382
4.894828,0.123463,0.382549
4.899827,0.123676,0.382661
4.904827,0.186020,0.381643
4.909827,0.186447,0.381746
4.914826,0.187090,0.381901
4.919826,0.187494,0.382005
4.924826,0.188087,0.382162
4.929825,0.188445,0.382267
4.934825,0.188975,0.382425
4.939825,0.189351,0.382531
4.944824,0.189919,0.382690
4.949824,0.190317,0.382797
4.954823,0.190953,0.382958
4.959823,0.191381,0.383065
4.964823,0.192043,0.383228
4.969822,0.192473,0.383336
4.974822,0.193139,0.383500
4.979822,0.193627,0.383609
4.984821,0.194435,0.383774
4.989821,0.194978,0.383885
4.994821,0.195808,0.384051
4.999820,0.196336,0.384162
5.004820,0.164648,0.383148
5.009820,0.165012,0.383250
5.014819,0.165525,0.383405
5.019819,0.165875,0.383509
5.024818,0.166417,0.383665
5.029818,0.166777,0.383769
5.034818,0.167327,0.383927
5.039817,0.167685,0.384032
5.044817,0.168211,0.384191
5.049817,0.168567,0.384297
5.054816,0.169042,0.384457
5.059816,0.169353,0.384565
5.064816,0.169806,0.384726
5.069815,0.170098,0.384834
5.074815,0.170525,0.384997
5.079814,0.170821,0.385106
5.084814,0.171290,0.385271
5.089814,0.171546,0.385381
5.094813,0.171878,0.385547
5.099813,0.172092,0.385657
5.104813,0.176493,0.384647
5.109812,0.176701,0.384749
5.114812,0.177046,0.384903
5.119812,0.177233,0.385006
5.124811,0.177517,0.385162
5.129811,0.177673,0.385266
5.134810,0.177935,0.385423
5.139810,0.178105,0.385528
5.144810,0.178306,0.385686
5.149809,0.178423,0.385792
5.154809,0.178569,0.385951
5.159809,0.178661,0.386058
5.164808,0.178777,0.386219
5.169808,0.178841,0.386327
5.174808,0.178911,0.386489
5.179807,0.178894,0.386598
5.184807,0.178881,0.386762
5.189806,0.178924,0.386871
5.194806,0.178883,0.387036
5.199806,0.178830,0.387147
5.204805,0.127634,0.386140
5.209805,0.127407,0.386242
5.214805,0.127004,0.386395
5.219804,0.126712,0.386498
5.224804,0.126258,0.386653
5.229804,0.125925,0.386757
5.234803,0.125458,0.386913
5.239803,0.125132,0.387018
5.244802,0.124604,0.387175
5.249802,0.124237,0.387281
5.254802,0.123650,0.387440
5.259801,0.123182,0.387546
