time, Quad.MagYaw, Quad.Est.Yaw, Quad.Yaw
3.469931,0.360826,0.184057,0.162587
3.474931,nan,0.189006,0.166188
3.479930,0.203803,0.191330,0.169849
3.484930,nan,0.192724,0.173575
3.489929,0.203142,0.197092,0.177367
3.494929,nan,0.204761,0.181220
3.499929,0.070487,0.201167,0.185135
3.504928,nan,0.205739,0.189120
3.509928,0.247972,0.211886,0.193181
3.514928,nan,0.220117,0.197317
3.519927,0.129611,0.217510,0.201527
3.524927,nan,0.222876,0.205807
3.529927,0.139525,0.220081,0.210158
3.534926,nan,0.222151,0.214578
3.539926,0.263638,0.225297,0.219071
3.544925,nan,0.231248,0.223639
3.549925,0.205063,0.232732,0.228283
3.554925,nan,0.240791,0.233002
3.559924,0.239890,0.243187,0.237797
3.564924,nan,0.249070,0.242659
3.569924,0.241305,0.249578,0.247586
3.574923,nan,0.257730,0.252573
3.579923,0.229606,0.258712,0.257616
3.584923,nan,0.265221,0.262716
3.589922,0.191365,0.267450,0.267873
3.594922,nan,0.276172,0.273085
3.599921,0.283315,0.279775,0.278350
3.604921,nan,0.285575,0.283667
3.609921,0.349775,0.294637,0.289030
3.614920,nan,0.300367,0.294436
3.619920,0.342164,0.307778,0.299886
3.624920,nan,0.315689,0.305378
3.629919,0.243619,0.315295,0.310915
3.634919,nan,0.319885,0.316495
3.639919,0.425080,0.330779,0.322119
3.644918,nan,0.336052,0.327788
3.649918,0.217264,0.330451,0.333502
3.654917,nan,0.336727,0.339255
3.659917,0.395206,0.346243,0.345047
3.664917,nan,0.351599,0.350879
3.669916,0.358229,0.354837,0.356751
3.674916,nan,0.361259,0.362661
3.679916,0.467278,0.373291,0.368605
3.684915,nan,0.378830,0.374587
3.689915,0.499499,0.391644,0.380607
3.694915,nan,0.399490,0.386666
3.699914,0.271362,0.394778,0.392762
3.704914,nan,0.402517,0.398896
3.709913,0.560797,0.418291,0.405066
3.714913,nan,0.424706,0.411273
3.719913,0.521722,0.436384,0.417522
3.724912,nan,0.442223,0.423811
3.729912,0.130452,0.423017,0.430138
3.734912,nan,0.430227,0.436497
3.739911,0.161646,0.414715,0.442884
3.744911,nan,0.421553,0.449300
3.749911,0.425668,0.427255,0.455744
3.754910,nan,0.434882,0.462216
3.759910,0.420675,0.439970,0.468718
3.764910,nan,0.445115,0.475250
3.769909,0.480840,0.454850,0.481813
3.774909,nan,0.462900,0.488408
3.779908,0.467202,0.465591,0.495030
3.784908,nan,0.475599,0.501679
3.789908,0.498052,0.483648,0.508360
3.794907,nan,0.493094,0.515069
3.799907,0.736084,0.515963,0.521802
3.804907,nan,0.525062,0.528561
3.809906,0.599865,0.535483,0.535344
3.814906,nan,0.544357,0.542147
3.819906,0.710477,0.561471,0.548964
3.824905,nan,0.568825,0.555796
3.829905,0.668546,0.581005,0.562641
3.834904,nan,0.590485,0.569505
3.839904,0.439496,0.583175,0.576381
3.844904,nan,0.589991,0.583265
3.849903,0.558316,0.592502,0.590156
3.854903,nan,0.599405,0.597052
3.859903,0.753356,0.615846,0.603952
3.864902,nan,0.623259,0.610857
3.869902,0.479193,0.618588,0.617770
3.874902,nan,0.624705,0.624696
3.879901,0.499701,0.620064,0.631634
3.884901,nan,0.631155,0.638580
3.889900,0.619975,0.634877,0.645530
3.894900,nan,0.645682,0.652486
3.899900,0.754560,0.661554,0.659454
3.904899,nan,0.672259,0.666436
3.909899,0.731735,0.679666,0.673428
3.914899,nan,0.687259,0.680429
3.919898,0.614820,0.685448,0.687439
3.924898,nan,0.695718,0.694462
3.929898,0.690402,0.703150,0.701501
3.934897,nan,0.708672,0.708557
3.939897,0.680571,0.712597,0.715629
3.944896,nan,0.719985,0.722713
3.949896,0.582427,0.716601,0.729807
3.954896,nan,0.725687,0.736913
3.959895,0.820580,0.739407,0.744038
3.964895,nan,0.747255,0.751182
3.969895,0.594575,0.740733,0.758346
3.974894,nan,0.751068,0.765529
3.979894,0.635620,0.746559,0.772732
3.984894,nan,0.754113,0.779956
3.989893,0.673116,0.754483,0.787203
3.994893,nan,0.764147,0.794474
3.999892,0.772906,0.768187,0.801767
4.004892,nan,0.775750,0.809082
4.009892,0.671683,0.773893,0.816416
4.014892,nan,0.783289,0.823756
4.019891,0.871902,0.794809,0.831080
4.024891,nan,0.803440,0.838365
4.029891,0.913015,0.818916,0.845584
4.034890,nan,0.825450,0.852701
4.039890,0.643259,0.815962,0.859668
4.044889,nan,0.820009,0.866440
4.049889,0.812927,0.823011,0.872969
4.054889,nan,0.828280,0.879203
4.059888,0.890620,0.834329,0.885104
4.064888,nan,0.838083,0.890655
4.069888,0.863345,0.842117,0.895842
4.074887,nan,0.843239,0.900648
4.079887,1.148375,0.866647,0.905057
4.084887,nan,0.867145,0.909059
4.089886,0.966022,0.875121,0.912671
4.094886,nan,0.876782,0.915951
4.099885,0.897264,0.880145,0.918971
4.104885,nan,0.882112,0.921816
4.109885,0.909133,0.884200,0.924569
4.114884,nan,0.885182,0.927288
4.119884,1.078114,0.899423,0.930027
4.124884,nan,0.900199,0.932826
4.129883,0.967533,0.906425,0.935710
4.134883,nan,0.910169,0.938704
4.139883,0.863332,0.907444,0.941826
4.144882,nan,0.909880,0.945064
4.149882,1.020984,0.918699,0.948393
4.154881,nan,0.920375,0.951792
4.159881,0.913888,0.923737,0.955290
4.164881,nan,0.924003,0.958890
4.169880,0.914849,0.924942,0.962590
4.174880,nan,0.925994,0.966410
4.179880,0.992250,0.932512,0.970351
4.184879,nan,0.934387,0.974393
4.189879,0.920456,0.935274,0.978519
4.194879,nan,0.939651,0.982756
4.199878,0.970615,0.941727,0.987122
4.204878,nan,0.946316,0.991628
4.209877,1.001776,0.954761,0.996264
4.214877,nan,0.959693,1.001014
4.219877,1.023984,0.967462,1.005860
4.224876,nan,0.973319,1.010803
4.229876,1.021708,0.980440,1.015843
4.234876,nan,0.983949,1.020994
4.239875,1.062637,0.992629,1.026251
4.244875,nan,0.996312,1.031619
4.249875,1.148231,1.011963,1.037080
4.254874,nan,1.017195,1.042644
4.259874,1.217188,1.036709,1.048334
4.264874,nan,1.043259,1.054155
4.269873,1.001198,1.040988,1.060163
4.274873,nan,1.045417,1.066458
4.279872,0.935348,1.039459,1.073124
4.284872,nan,1.046499,1.080224
4.289872,1.216969,1.065241,1.087787
4.294871,nan,1.073300,1.095839
4.299871,1.272507,1.095315,1.104392
4.304871,nan,1.104714,1.113399
4.309870,1.183510,1.118688,1.122770
4.314870,nan,1.133026,1.132410
4.319870,1.052946,1.133218,1.142247
4.324869,nan,1.144727,1.152204
4.329869,1.176707,1.157004,1.162202
4.334868,nan,1.172551,1.172161
4.339868,1.307471,1.189367,1.182017
4.344868,nan,1.206571,1.191731
4.349867,1.365448,1.226549,1.201284
4.354867,nan,1.236703,1.210657
4.359867,1.133116,1.234265,1.219841
4.364866,nan,1.247859,1.228842
4.369866,1.267119,1.256583,1.237662
4.374866,nan,1.269032,1.246303
4.379865,1.248301,1.273606,1.254761
4.384865,nan,1.287917,1.263035
4.389864,1.275313,1.291821,1.271104
4.394864,nan,1.304466,1.278969
4.399864,1.251691,1.308736,1.286637
4.404863,nan,1.318274,1.294116
4.409863,1.323232,1.326214,1.301410
4.414863,nan,1.335289,1.308527
4.419862,1.372654,1.343834,1.315473
4.424862,nan,1.354276,1.322252
4.429862,1.535797,1.374683,1.328864
4.434861,nan,1.385114,1.335297
4.439861,1.284831,1.385178,1.341545
4.444860,nan,1.395562,1.347604
4.449860,1.407067,1.402487,1.353475
4.454860,nan,1.412369,1.359167
4.459859,1.470531,1.422552,1.364697
4.464859,nan,1.432105,1.370081
4.469859,1.535664,1.446699,1.375326
4.474858,nan,1.458723,1.380437
4.479858,1.315510,1.452952,1.385421
4.484858,nan,1.462618,1.390281
4.489857,1.424205,1.465603,1.395018
4.494857,nan,1.471032,1.399640
4.499856,1.248709,1.457639,1.404148
4.504856,nan,1.460924,1.408543
4.509856,1.476780,1.466864,1.412827
4.514855,nan,1.473268,1.417008
4.519855,1.359763,1.470968,1.421092
4.524855,nan,1.476864,1.425083
4.529854,1.558674,1.488482,1.428984
4.534854,nan,1.495048,1.432801
4.539854,1.398311,1.490550,1.436537
4.544853,nan,1.493847,1.440189
4.549853,1.600912,1.505246,1.443755
4.554852,nan,1.508537,1.447237
4.559852,1.472638,1.508272,1.450634
4.564852,nan,1.511867,1.453951
4.569851,1.527524,1.517075,1.457188
4.574851,nan,1.519668,1.460351
4.579851,1.353388,1.509737,1.463440
4.584850,nan,1.517054,1.466462
4.589850,1.483824,1.515283,1.469414
4.594850,nan,1.518550,1.472295
4.599849,1.432055,1.514740,1.475108
4.604849,nan,1.519825,1.477857
4.609848,1.480173,1.520285,1.480543
4.614848,nan,1.526453,1.483166
4.619848,1.321555,1.513733,1.485721
4.624847,nan,1.515940,1.488211
4.629847,1.550566,1.521686,1.490636
4.634847,nan,1.524124,1.492999
4.639846,1.610654,1.531738,1.495300
4.644846,nan,1.536208,1.497545
4.649846,1.417680,1.529515,1.499740
4.654845,nan,1.530414,1.501887
4.659845,1.522407,1.527884,1.503988
4.664845,nan,1.532122,1.506043
4.669844,1.444879,1.525147,1.508058
4.674844,nan,1.527843,1.510032
4.679843,1.453537,1.524396,1.511965
4.684843,nan,1.527989,1.513855
4.689843,1.627828,1.537524,1.515701
4.694842,nan,1.541537,1.517505
4.699842,1.414353,1.534379,1.519269
4.704842,nan,1.537351,1.520993
4.709841,1.456556,1.531629,1.522679
4.714841,nan,1.534069,1.524326
4.719841,1.508643,1.534326,1.525934
4.724840,nan,1.537526,1.527508
4.729840,1.411604,1.527869,1.529050
4.734839,nan,1.528719,1.530560
4.739839,1.384576,1.518760,1.532034
4.744839,nan,1.515814,1.533471
4.749838,1.311047,1.501477,1.534872
4.754838,nan,1.506179,1.536238
4.759838,1.672000,1.516706,1.537572
4.764837,nan,1.516760,1.538874
4.769837,1.505700,1.519092,1.540146
4.774837,nan,1.524201,1.541391
4.779836,1.568310,1.528936,1.542610
4.784836,nan,1.529629,1.543808
4.789835,1.357787,1.515991,1.544986
4.794835,nan,1.516599,1.546142
4.799835,1.522365,1.515489,1.547272
4.804834,nan,1.515540,1.548373
4.809834,1.640574,1.526375,1.549439
4.814834,nan,1.527426,1.550474
4.819833,1.504139,1.527135,1.551482
4.824833,nan,1.525600,1.552462
4.829833,1.763602,1.544321,1.553418
4.834832,nan,1.545815,1.554347
4.839832,1.674011,1.555138,1.555253
4.844831,nan,1.557451,1.556138
4.849831,1.582165,1.562424,1.556998
4.854831,nan,1.563130,1.557836
4.859830,1.633627,1.569293,1.558650
4.864830,nan,1.569870,1.559443
4.869830,1.672721,1.577954,1.560218
4.874829,nan,1.580221,1.560971
4.879829,1.561593,1.580240,1.561700
4.884829,nan,1.584996,1.562402
4.889828,1.516806,1.582940,1.563078
4.894828,nan,1.584092,1.563730
4.899827,1.345109,1.565407,1.564361
4.904827,nan,1.565178,1.564974
4.909827,1.465454,1.557476,1.565573
4.914826,nan,1.559034,1.566159
4.919826,1.488643,1.554975,1.566729
4.924826,nan,1.555466,1.567284
4.929825,1.547115,1.555804,1.567818
4.934825,nan,1.557382,1.568327
4.939825,1.564802,1.560275,1.568813
4.944824,nan,1.562606,1.569276
4.949824,1.614427,1.567488,1.569717
4.954823,nan,1.570851,1.570137
4.959823,1.610078,1.575292,1.570542
4.964823,nan,1.576147,1.570937
4.969822,1.630078,1.580330,1.571318
4.974822,nan,1.581407,1.571686
4.979822,1.672866,1.590222,1.572042
4.984821,nan,1.590218,1.572389
4.989821,1.725584,1.602767,1.572727
4.994821,nan,1.604957,1.573055
4.999820,1.564744,1.604325,1.573376
5.004820,nan,1.605809,1.573688
5.009820,1.532586,1.600869,1.573993
5.014819,nan,1.605258,1.574291
5.019819,1.558506,1.600213,1.574582
5.024818,nan,1.601597,1.574868
5.029818,1.537743,1.597906,1.575153
5.034818,nan,1.600631,1.575440
5.039817,1.576270,1.600261,1.575729
5.044817,nan,1.603020,1.576022
5.049817,1.535367,1.602723,1.576322
5.054816,nan,1.606554,1.576629
5.059816,1.549746,1.603778,1.576942
5.064816,nan,1.608681,1.577263
5.069815,1.533080,1.608353,1.577603
5.074815,nan,1.614512,1.577969
5.079814,1.606654,1.616105,1.578370
5.084814,nan,1.622554,1.578818
5.089814,1.821748,1.642753,1.579317
5.094813,nan,1.647768,1.579871
5.099813,1.666060,1.652661,1.580480
5.104813,nan,1.659302,1.581141
5.109812,1.471110,1.650296,1.581850
5.114812,nan,1.657777,1.582603
5.119812,1.618424,1.656798,1.583394
5.124811,nan,1.664264,1.584223
5.129811,1.651729,1.667456,1.585089
5.134810,nan,1.672609,1.585994
5.139810,1.487535,1.664607,1.586941
5.144810,nan,1.669569,1.587937
5.149809,1.565084,1.667706,1.588986
5.154809,nan,1.674299,1.590089
5.159809,1.672410,1.679229,1.591247
5.164808,nan,1.684249,1.592468
5.169808,1.709331,1.690067,1.593757
5.174808,nan,1.692672,1.595115
5.179807,1.673276,1.691387,1.596539
5.184807,nan,1.693196,1.598028
5.189806,1.572132,1.685069,1.599579
5.194806,nan,1.688345,1.601196
5.199806,1.699591,1.691965,1.602874
5.204805,nan,1.697571,1.604616
5.209805,1.855140,1.711086,1.606418
5.214805,nan,1.716323,1.608279
5.219804,1.675742,1.713456,1.610205
5.224804,nan,1.721131,1.612199
5.229804,1.668495,1.719116,1.614261
5.234803,nan,1.721744,1.616392
5.239803,1.654303,1.715473,1.618593
5.244802,nan,1.720767,1.620869
5.249802,1.538691,1.708409,1.623224
5.254802,nan,1.714101,1.625656
5.259801,1.763130,1.721498,1.628162
5.264801,nan,1.728972,1.630743
5.269801,1.834529,1.741272,1.633391
5.274800,nan,1.747087,1.636104
5.279800,1.813450,1.756086,1.638863
5.284800,nan,1.762309,1.641647
5.289799,1.895693,1.769306,1.644439
5.294799,nan,1.771407,1.647217
5.299798,1.613992,1.760567,1.649961
5.304798,nan,1.762671,1.652659
5.309798,1.667994,1.756077,1.655306
5.314797,nan,1.753976,1.657893
5.319797,1.704288,1.749092,1.660423
5.324797,nan,1.752159,1.662904
5.329796,1.800807,1.756566,1.665350
5.334796,nan,1.758255,1.667773
5.339796,1.621462,1.746794,1.670186
5.344795,nan,1.747374,1.672594
5.349795,1.722934,1.746088,1.675006
5.354795,nan,1.747248,1.677433
5.359794,1.929375,1.760493,1.679891
5.364794,nan,1.762381,1.682387
5.369793,1.650743,1.754666,1.684923
5.374793,nan,1.755993,1.687501
5.379793,1.589559,1.742871,1.690117
5.384792,nan,1.745537,1.692764
5.389792,1.705957,1.744602,1.695439
5.394792,nan,1.743844,1.698146
5.399791,1.766116,1.747022,1.700890
5.404791,nan,1.751462,1.703673
5.409791,1.726178,1.751534,1.706495
5.414790,nan,1.750157,1.709358
5.419790,1.591547,1.739774,1.712260
5.424789,nan,1.740257,1.715197
5.429789,1.754876,1.743911,1.718176
5.434789,nan,1.743163,1.721205
5.439788,1.702204,1.739966,1.724287
5.444788,nan,1.741776,1.727422
5.449788,1.758146,1.745508,1.730618
5.454787,nan,1.744938,1.733879
5.459787,1.702800,1.744702,1.737206
5.464787,nan,1.746094,1.740605
5.469786,1.931060,1.762408,1.744080
5.474786,nan,1.764542,1.747630
5.479785,1.861301,1.771437,1.751258
5.484785,nan,1.775259,1.754959
5.489785,1.665374,1.767507,1.758732
5.494784,nan,1.768503,1.762578
5.499784,1.759684,1.769865,1.766502
5.504784,nan,1.776461,1.770496
5.509783,1.931265,1.789014,1.774562
5.514783,nan,1.788635,1.778701
5.519783,1.674984,1.784070,1.782917
5.524782,nan,1.786706,1.787205
5.529782,1.726632,1.782898,1.791563
5.534781,nan,1.787366,1.795986
5.539781,1.769277,1.785091,1.800475
5.544781,nan,1.791931,1.805033
5.549780,1.564095,1.778979,1.809664
5.554780,nan,1.783005,1.814363
5.559780,1.721345,1.779647,1.819130
5.564779,nan,1.784571,1.823964
5.569779,1.672238,1.776897,1.828862
5.574779,nan,1.782007,1.833819
5.579778,1.872474,1.791394,1.838835
5.584778,nan,1.799391,1.843906
5.589777,1.780983,1.802183,1.849030
5.594777,nan,1.807076,1.854200
5.599777,1.852857,1.816018,1.859414
5.604776,nan,1.823910,1.864670
5.609776,1.758476,1.822906,1.869969
5.614776,nan,1.827355,1.875309
5.619775,1.712145,1.824145,1.880689
5.624775,nan,1.832281,1.886111
5.629775,1.987950,1.845602,1.891578
5.634774,nan,1.852772,1.897089
5.639774,1.808007,1.850046,1.902641
5.644773,nan,1.856275,1.908236
5.649773,1.761465,1.854109,1.913873
5.654773,nan,1.862317,1.919552
5.659772,2.031015,1.878986,1.925272
5.664772,nan,1.884516,1.931032
5.669772,1.974683,1.894378,1.936832
5.674771,nan,1.900781,1.942672
5.679771,1.857295,1.901393,1.948550
5.684771,nan,1.908480,1.954462
5.689770,1.916028,1.911883,1.960407
5.694770,nan,1.919208,1.966385
5.699769,2.141201,1.941923,1.972396
5.704769,nan,1.949232,1.978444
5.709769,2.035134,1.961537,1.984534
5.714768,nan,1.967512,1.990666
5.719768,1.912810,1.970185,1.996837
5.724768,nan,1.978231,2.003049
5.729767,1.886280,1.977512,2.009302
5.734767,nan,1.981242,2.015593
5.739767,2.018461,1.989405,2.021921
5.744766,nan,1.995157,2.028281
5.749766,1.919377,1.994578,2.034676
5.754766,nan,2.003794,2.041107
5.759765,2.079046,2.016834,2.047575
5.764765,nan,2.027078,2.054074
5.769764,2.033842,2.031609,2.060603
5.774764,nan,2.041321,2.067164
5.779764,2.048896,2.049029,2.073753
0.005000,-0.000000,0.000001,-0.000003,0.000812
0.010000,-0.000000,0.000001,-0.000033,-0.001308
0.015000,-0.000000,-0.000008,-0.000113,-0.000530
0.020000,-0.000001,-0.000014,-0.000261,-0.004188
0.025000,-0.000003,-0.000037,-0.000465,-0.003174
0.030000,-0.000006,-0.000052,-0.000694,-0.002716
0.035000,-0.000011,-0.000065,-0.000914,-0.001675
0.040000,-0.000016,-0.000071,-0.001094,-0.001077
0.045000,-0.000021,-0.000074,-0.001217,-0.001007
0.050000,-0.000028,-0.000075,-0.001270,0.002013
0.055000,-0.000034,-0.000067,-0.001249,-0.000852
0.060000,-0.000040,-0.000074,-0.001166,-0.002012
0.065000,-0.000046,-0.000081,-0.001039,-0.003737
0.070000,-0.000050,-0.000096,-0.000871,-0.002566
0.075000,-0.000054,-0.000104,-0.000656,0.000047
0.080000,-0.000057,-0.000097,-0.000396,0.003371
0.085000,-0.000058,-0.000076,-0.000100,0.003511
0.090000,-0.000057,-0.000053,0.000202,0.005180
0.095000,-0.000055,-0.000023,0.000471,0.003484
0.100000,-0.000052,-0.000006,0.000674,0.003975
0.105000,-0.000049,0.003431,0.000800,0.109182
0.110000,-0.000044,0.003869,0.000826,0.108258
0.115000,-0.000041,0.004510,0.000686,0.106619
0.120000,-0.000038,0.004935,0.000284,0.105323
0.125000,-0.000039,0.005572,-0.000473,0.107019
0.130000,-0.000045,0.006001,-0.001650,0.106678
0.135000,-0.000058,0.006642,-0.003267,0.106393
0.140000,-0.000080,0.007064,-0.005339,0.103457
0.145000,-0.000114,0.007678,-0.007857,0.099499
0.150000,-0.000162,0.008074,-0.010742,0.097242
0.155000,-0.000225,0.008646,-0.013993,0.090242
0.160000,-0.000306,0.009007,-0.017573,0.087664
0.165000,-0.000405,0.009528,-0.021404,0.083077
0.170000,-0.000524,0.009853,-0.025449,0.075603
0.175000,-0.000664,0.010293,-0.029658,0.069245
0.180000,-0.000825,0.010564,-0.034048,0.066084
0.185000,-0.001009,0.010961,-0.038539,0.063523
0.190000,-0.001215,0.011202,-0.043032,0.056638
0.195000,-0.001444,0.011532,-0.047642,0.051850
0.200000,-0.001697,0.011733,-0.052377,0.048851
0.205000,-0.001973,0.000730,-0.057084,-0.002013
0.210000,-0.002272,0.000714,-0.061693,-0.008539
0.215000,-0.002594,0.000653,-0.066161,-0.011902
0.220000,-0.002938,0.000604,-0.070506,-0.015173
0.225000,-0.003303,0.000500,-0.074611,-0.020784
0.230000,-0.003687,0.000411,-0.078459,-0.026799
0.235000,-0.004091,0.000249,-0.082074,-0.028118
0.240000,-0.004511,0.000131,-0.085376,-0.031906
0.245000,-0.004947,-0.000060,-0.088430,-0.032677
0.250000,-0.005398,-0.000184,-0.091260,-0.034844
0.255000,-0.005862,-0.000404,-0.093845,-0.038888
0.260000,-0.006338,-0.000549,-0.096212,-0.039348
0.265000,-0.006826,-0.000794,-0.098332,-0.044786
0.270000,-0.007323,-0.000977,-0.100174,-0.045523
0.275000,-0.007829,-0.001260,-0.101761,-0.050415
0.280000,-0.008342,-0.001466,-0.103106,-0.054622
0.285000,-0.008861,-0.001804,-0.104248,-0.058602
0.290000,-0.009385,-0.002043,-0.105204,-0.062602
0.295000,-0.009914,-0.002423,-0.105986,-0.063686
0.300000,-0.010445,-0.002672,-0.106583,-0.062931
0.305000,-0.010980,-0.013994,-0.106969,-0.090625
0.310000,-0.011515,-0.014364,-0.107102,-0.091214
0.314999,-0.012050,-0.014906,-0.106941,-0.092181
0.319999,-0.012583,-0.015277,-0.106453,-0.092383
0.324999,-0.013113,-0.015833,-0.105627,-0.090303
0.329999,-0.013638,-0.016191,-0.104459,-0.090427
0.334999,-0.014156,-0.016725,-0.102943,-0.087284
0.339999,-0.014665,-0.017062,-0.101099,-0.084596
0.344999,-0.015164,-0.017568,-0.098940,-0.084241
0.349999,-0.015652,-0.017906,-0.096468,-0.084643
0.354999,-0.016126,-0.018409,-0.093740,-0.081964
0.359999,-0.016586,-0.018735,-0.090705,-0.080974
0.364999,-0.017030,-0.019220,-0.087409,-0.082773
0.369999,-0.017456,-0.019549,-0.083823,-0.083578
0.374999,-0.017864,-0.020044,-0.079929,-0.079168
0.379999,-0.018251,-0.020359,-0.075707,-0.076583
0.384999,-0.018616,-0.020812,-0.071194,-0.072318
0.389999,-0.018957,-0.021101,-0.066389,-0.070937
0.394998,-0.019274,-0.021521,-0.061383,-0.067428
0.399998,-0.019566,-0.021772,-0.056299,-0.061725
0.404998,-0.019832,-0.015322,-0.051064,-0.001914
0.409998,-0.020071,-0.015331,-0.045771,0.002278
0.414998,-0.020284,-0.015309,-0.040504,0.006525
0.419998,-0.020471,-0.015282,-0.035254,0.010718
0.424998,-0.020632,-0.015207,-0.030012,0.017071
0.429998,-0.020766,-0.015136,-0.024899,0.019467
0.434998,-0.020876,-0.015018,-0.019911,0.020502
0.439998,-0.020961,-0.014931,-0.015099,0.023827
0.444998,-0.021022,-0.014773,-0.010498,0.029872
0.449998,-0.021062,-0.014652,-0.006083,0.032063
0.454998,-0.021079,-0.014445,-0.001928,0.040088
0.459998,-0.021077,-0.014279,0.001954,0.045015
0.464998,-0.021057,-0.013999,0.005553,0.050754
0.469997,-0.021019,-0.013779,0.008899,0.054620
0.474997,-0.020965,-0.013453,0.011964,0.058387
0.479997,-0.020897,-0.013205,0.014670,0.063170
0.484997,-0.020816,-0.012829,0.017069,0.064093
0.489997,-0.020724,-0.012573,0.019174,0.066799
0.494997,-0.020623,-0.012181,0.020953,0.065073
0.499997,-0.020514,-0.011920,0.022413,0.063448
0.504997,-0.020398,-0.009175,0.023646,0.091922
0.509997,-0.020277,-0.008812,0.024649,0.091705
0.514997,-0.020151,-0.008260,0.025407,0.091923
0.519997,-0.020022,-0.007893,0.025910,0.091879
0.524997,-0.019892,-0.007343,0.026137,0.089819
0.529997,-0.019761,-0.006985,0.026095,0.089739
0.534997,-0.019632,-0.006448,0.025786,0.087825
0.539997,-0.019504,-0.006096,0.025189,0.087298
0.544997,-0.019381,-0.005579,0.024288,0.082902
0.549996,-0.019263,-0.005250,0.023081,0.082146
0.554996,-0.019152,-0.004770,0.021584,0.076247
0.559996,-0.019049,-0.004471,0.019821,0.073275
0.564996,-0.018956,-0.004034,0.017820,0.069912
0.569996,-0.018874,-0.003752,0.015638,0.066945
0.574996,-0.018802,-0.003362,0.013274,0.060838
0.579996,-0.018744,-0.003123,0.010700,0.058297
0.584996,-0.018698,-0.002777,0.007969,0.057168
0.589996,-0.018667,-0.002542,0.005091,0.055551
0.594996,-0.018650,-0.002220,0.002114,0.049375
0.599996,-0.018649,-0.002014,-0.000891,0.044912
0.604996,-0.018663,0.012900,-0.003973,0.029672
0.609996,-0.018692,0.013007,-0.007083,0.026245
0.614996,-0.018737,0.013154,-0.010276,0.020377
0.619996,-0.018798,0.013237,-0.013500,0.017895
0.624996,-0.018875,0.013331,-0.016747,0.011537
0.629995,-0.018968,0.013365,-0.019968,0.008944
0.634995,-0.019078,0.013412,-0.023215,0.005791
0.639995,-0.019204,0.013423,-0.026527,0.002532
0.644995,-0.019347,0.013425,-0.029893,-0.002612
0.649995,-0.019506,0.013408,-0.033311,-0.006890
0.654995,-0.019683,0.013366,-0.036829,-0.009538
0.659995,-0.019878,0.013324,-0.040374,-0.011612
0.664995,-0.020091,0.013240,-0.043919,-0.017176
0.669995,-0.020321,0.013175,-0.047539,-0.020837
0.674995,-0.020570,0.013037,-0.051117,-0.028222
0.679995,-0.020836,0.012949,-0.054576,-0.030398
0.684995,-0.021119,0.012755,-0.057876,-0.036482
0.689995,-0.021417,0.012581,-0.061029,-0.038663
0.694995,-0.021732,0.012339,-0.064050,-0.042117
0.699995,-0.022061,0.012202,-0.066912,-0.045803
0.704994,-0.022404,0.010722,-0.069785,-0.071635
0.709994,-0.022761,0.010439,-0.072692,-0.073191
0.714994,-0.023134,0.009981,-0.075624,-0.079563
0.719994,-0.023521,0.009657,-0.078577,-0.083931
0.724994,-0.023922,0.009143,-0.081456,-0.088691
0.729994,-0.024338,0.008783,-0.084197,-0.092336
0.734994,-0.024766,0.008214,-0.086728,-0.098855
0.739994,-0.025207,0.007819,-0.089006,-0.100541
0.744994,-0.025658,0.007207,-0.090996,-0.104228
0.749994,-0.026118,0.006787,-0.092668,-0.106377
0.754994,-0.026586,0.006139,-0.094032,-0.111819
0.759994,-0.027059,0.005690,-0.095102,-0.116533
0.764994,-0.027537,0.004979,-0.095889,-0.119295
0.769994,-0.028018,0.004507,-0.096409,-0.117747
0.774994,-0.028501,0.003791,-0.096703,-0.119645
0.779994,-0.028985,0.003311,-0.096778,-0.120724
0.784993,-0.029469,0.002586,-0.096616,-0.118796
0.789993,-0.029951,0.002107,-0.096187,-0.119326
0.794993,-0.030429,0.001386,-0.095468,-0.122996
0.799993,-0.030904,0.000887,-0.094422,-0.123445
0.804993,-0.031372,0.014451,-0.092999,-0.056037
0.809993,-0.031832,0.014223,-0.091195,-0.054747
0.814993,-0.032281,0.013897,-0.089091,-0.053604
0.819993,-0.032720,0.013680,-0.086858,-0.051911
0.824993,-0.033148,0.013366,-0.084658,-0.053858
0.829993,-0.033565,0.013148,-0.082556,-0.053034
0.834993,-0.033972,0.012833,-0.080655,-0.049384
0.839993,-0.034370,0.012639,-0.079023,-0.047668
0.844993,-0.034761,0.012352,-0.077720,-0.047769
0.849993,-0.035147,0.012161,-0.076742,-0.048059
0.854993,-0.035528,0.011876,-0.076074,-0.047088
0.859993,-0.035907,0.011690,-0.075669,-0.045705
0.864992,-0.036285,0.011423,-0.075448,-0.043873
0.869992,-0.036662,0.011246,-0.075349,-0.045692
0.874992,-0.037038,0.010967,-0.075309,-0.048482
0.879992,-0.037415,0.010773,-0.075273,-0.049656
0.884992,-0.037791,0.010467,-0.075201,-0.054416
0.889992,-0.038167,0.010253,-0.075063,-0.054041
0.894992,-0.038541,0.009922,-0.074845,-0.058110
0.899992,-0.038915,0.009690,-0.074563,-0.059534
0.904992,-0.039286,0.010536,-0.074232,-0.038092
0.909992,-0.039657,0.010376,-0.073880,-0.038273
0.914992,-0.040025,0.010140,-0.073530,-0.041113
0.919992,-0.040392,0.009978,-0.073207,-0.041277
0.924992,-0.040757,0.009724,-0.072947,-0.042164
